Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14742,13189,1041,19108,2223,1927
BFS,DFS,0,221,12846,18654,4691,18653,4423,4423
RIGHT HAND RULE,DFS,0,221,14325,12271,4961,20118,4423,4423
BFS,PRIM,0,221,16091,24121,3887,24120,495,495
RIGHT HAND RULE,PRIM,0,221,23618,16813,5347,33130,495,495
BFS,HUNT_AND_KILL,0,221,15727,23209,4479,23208,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,221,29436,20771,7966,41042,499,499
BFS,RECURSIVE_DIVISION,0,221,19495,27894,1023,27893,1919,1919
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,26184,22368,1701,32626,2259,1919
BFS,DFS,0,221,6625,9165,2392,9164,2579,2579
RIGHT HAND RULE,DFS,0,221,12751,10411,4543,18242,2579,2579
BFS,PRIM,0,221,11695,17087,2698,17086,479,479
RIGHT HAND RULE,PRIM,0,221,20013,14111,4501,27742,479,479
BFS,HUNT_AND_KILL,0,221,16553,23853,4606,23852,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,22776,16339,6213,32202,475,475
BFS,RECURSIVE_DIVISION,0,221,18161,26363,1008,26362,2039,2039
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14645,13593,1073,19336,2413,2039
BFS,DFS,0,221,10665,15358,3841,15357,3463,3463
RIGHT HAND RULE,DFS,0,221,20478,15967,7065,28470,3463,3463
BFS,PRIM,0,221,16436,24201,3850,24200,499,499
RIGHT HAND RULE,PRIM,0,221,16017,11481,3584,22462,499,499
BFS,HUNT_AND_KILL,0,221,15863,23762,4613,23761,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,24534,17403,6708,34338,467,467
BFS,RECURSIVE_DIVISION,0,221,12462,17968,673,17967,1225,1225
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,21458,18771,1429,27858,1495,1225
BFS,DFS,0,221,6925,9453,2382,9452,2819,2819
RIGHT HAND RULE,DFS,0,221,26733,19651,9123,36482,2819,2819
BFS,PRIM,0,221,10278,15126,2404,15125,507,507
RIGHT HAND RULE,PRIM,0,221,23602,16527,5356,32546,507,507
BFS,HUNT_AND_KILL,0,221,14472,20778,3992,20777,459,459
RIGHT HAND RULE,HUNT_AND_KILL,0,221,16643,11907,4522,23354,459,459
BFS,RECURSIVE_DIVISION,0,221,19293,28118,987,28117,2545,2545
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,19463,17253,1189,24946,3055,2545
BFS,DFS,0,221,15174,22042,5497,22041,4899,4899
RIGHT HAND RULE,DFS,0,221,17028,14251,5875,23602,4899,4899
BFS,PRIM,0,221,15567,22873,3668,22872,519,519
RIGHT HAND RULE,PRIM,0,221,25875,18187,5809,35854,519,519
BFS,HUNT_AND_KILL,0,221,15130,22076,4275,22075,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17147,12387,4731,24298,475,475
BFS,RECURSIVE_DIVISION,0,221,16695,23866,886,23865,2133,2133
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,20570,18042,1360,26312,2523,2133
BFS,DFS,0,221,9751,13979,3538,13978,4335,4335
RIGHT HAND RULE,DFS,0,221,23877,18681,8149,33026,4335,4335
BFS,PRIM,0,221,14074,20811,3309,20810,539,539
RIGHT HAND RULE,PRIM,0,221,28328,19919,6407,39298,539,539
BFS,HUNT_AND_KILL,0,221,16212,23496,4590,23495,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17807,12811,4993,25158,463,463
BFS,RECURSIVE_DIVISION,0,221,6930,9525,335,9524,921,921
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,2099,2236,149,2848,1139,921
BFS,DFS,0,221,10075,14039,3591,14038,3567,3567
RIGHT HAND RULE,DFS,0,221,16888,13465,5789,23362,3567,3567
BFS,PRIM,0,221,16038,23921,3888,23920,475,475
RIGHT HAND RULE,PRIM,0,221,19899,14077,4516,27678,475,475
BFS,HUNT_AND_KILL,0,221,12666,18515,3577,18514,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,22148,15741,6020,31018,463,463
BFS,RECURSIVE_DIVISION,0,221,8638,12293,405,12292,905,905
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,21238,18339,1489,27504,1087,905
BFS,DFS,0,221,6597,9095,2307,9094,2479,2479
RIGHT HAND RULE,DFS,0,221,9282,7845,3196,13210,2479,2479
BFS,PRIM,0,221,12712,18614,2926,18613,519,519
RIGHT HAND RULE,PRIM,0,221,13646,9963,3086,19406,519,519
BFS,HUNT_AND_KILL,0,221,11209,16318,3113,16317,487,487
RIGHT HAND RULE,HUNT_AND_KILL,0,221,28585,19989,7690,39490,487,487
BFS,RECURSIVE_DIVISION,0,221,18504,26775,933,26774,2811,2811
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,12534,11490,816,16058,3253,2811
BFS,DFS,0,221,16520,23943,5900,23942,5599,5599
RIGHT HAND RULE,DFS,0,221,17982,15179,6106,24758,5599,5599
BFS,PRIM,0,221,16149,23935,3858,23934,487,487
RIGHT HAND RULE,PRIM,0,221,25520,18081,5865,35674,487,487
BFS,HUNT_AND_KILL,0,221,8263,11963,2315,11962,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,221,13461,9883,3770,19314,451,451
BFS,RECURSIVE_DIVISION,0,221,18728,27078,1007,27077,2615,2615
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,9985,9734,752,13448,3113,2615
BFS,DFS,0,221,9920,13886,3545,13885,3811,3811
RIGHT HAND RULE,DFS,0,221,18161,14547,6258,25282,3811,3811
BFS,PRIM,0,221,16634,24200,3941,24199,551,551
RIGHT HAND RULE,PRIM,0,221,11603,8647,2694,16742,551,551
BFS,HUNT_AND_KILL,0,221,16585,24201,4745,24200,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,10112,7601,2859,14730,471,471
BFS,RECURSIVE_DIVISION,0,221,17738,25662,967,25661,1959,1959
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,18852,16910,1259,24994,2319,1959
BFS,DFS,0,221,9344,13401,3409,13400,3823,3823
RIGHT HAND RULE,DFS,0,221,15592,12771,5317,21718,3823,3823
BFS,PRIM,0,221,9924,14197,2241,14196,507,507
RIGHT HAND RULE,PRIM,0,221,21871,15333,4857,30158,507,507
BFS,HUNT_AND_KILL,0,221,7491,10905,2052,10904,483,483
RIGHT HAND RULE,HUNT_AND_KILL,0,221,9191,6953,2592,13422,483,483
BFS,RECURSIVE_DIVISION,0,221,17276,25039,1017,25038,1717,1717
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,18991,16974,1439,24832,2075,1717
BFS,DFS,0,221,9285,13199,3360,13198,3259,3259
RIGHT HAND RULE,DFS,0,221,18331,14475,6352,25690,3259,3259
BFS,PRIM,0,221,14999,22056,3513,22055,559,559
RIGHT HAND RULE,PRIM,0,221,30696,21469,6898,42378,559,559
BFS,HUNT_AND_KILL,0,221,16325,24189,4744,24188,523,523
RIGHT HAND RULE,HUNT_AND_KILL,0,221,25173,18155,7068,35786,523,523
BFS,RECURSIVE_DIVISION,0,221,19323,28088,1118,28087,2187,2187
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,9753,9285,717,13046,2501,2187
BFS,DFS,0,221,11983,17212,4321,17211,3647,3647
RIGHT HAND RULE,DFS,0,221,17764,14095,6122,24542,3647,3647
BFS,PRIM,0,221,8366,12024,1908,12023,495,495
RIGHT HAND RULE,PRIM,0,221,15119,10927,3388,21358,495,495
BFS,HUNT_AND_KILL,0,221,14507,21031,4030,21030,555,555
RIGHT HAND RULE,HUNT_AND_KILL,0,221,29059,20675,7926,40794,555,555
BFS,RECURSIVE_DIVISION,0,221,5511,7786,339,7785,811,811
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,27103,23374,1861,35178,979,811
BFS,DFS,0,221,4313,5865,1537,5864,1863,1863
RIGHT HAND RULE,DFS,0,221,16044,12345,5649,22826,1863,1863
BFS,PRIM,0,221,14260,21586,3418,21585,479,479
RIGHT HAND RULE,PRIM,0,221,14981,10843,3372,21206,479,479
BFS,HUNT_AND_KILL,0,221,16247,24201,4695,24200,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,221,19235,13865,5328,27274,455,455
BFS,RECURSIVE_DIVISION,0,221,17252,24763,880,24762,1687,1687
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16372,14454,1063,20778,2101,1687
BFS,DFS,0,221,16475,23063,5695,23062,5359,5359
RIGHT HAND RULE,DFS,0,221,17459,14569,5881,23778,5359,5359
BFS,PRIM,0,221,16014,23116,3676,23115,499,499
RIGHT HAND RULE,PRIM,0,221,16416,11675,3674,22850,499,499
BFS,HUNT_AND_KILL,0,221,16058,23205,4498,23204,511,511
RIGHT HAND RULE,HUNT_AND_KILL,0,221,25150,17583,6760,34654,511,511
BFS,RECURSIVE_DIVISION,0,221,10891,14201,510,14200,993,993
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16067,13825,1214,20596,1145,993
BFS,DFS,0,221,13256,19307,4852,19306,3567,3567
RIGHT HAND RULE,DFS,0,221,15051,12111,5137,20654,3567,3567
BFS,PRIM,0,221,15701,21793,3495,21792,575,575
RIGHT HAND RULE,PRIM,0,221,29142,19153,6124,37730,575,575
BFS,HUNT_AND_KILL,0,221,17921,24201,4713,24200,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,15809,11697,4439,22922,471,471
BFS,RECURSIVE_DIVISION,0,221,18937,27782,988,27781,3071,3071
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14667,13581,955,19090,3545,3071
BFS,DFS,0,221,8522,12089,3056,12088,3395,3395
RIGHT HAND RULE,DFS,0,221,21034,16377,7273,29358,3395,3395
BFS,PRIM,0,221,16029,24007,3859,24006,495,495
RIGHT HAND RULE,PRIM,0,221,13089,9539,3022,18582,495,495
BFS,HUNT_AND_KILL,0,221,14794,21948,4237,21947,591,591
RIGHT HAND RULE,HUNT_AND_KILL,0,221,28281,20079,7775,39566,591,591
BFS,RECURSIVE_DIVISION,0,221,16233,23734,881,23733,2195,2195
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14480,13293,945,18858,2613,2195
BFS,DFS,0,221,9891,13796,3504,13795,3755,3755
RIGHT HAND RULE,DFS,0,221,23287,17963,7989,32170,3755,3755
BFS,PRIM,0,221,12901,18985,3003,18984,511,511
RIGHT HAND RULE,PRIM,0,221,26137,18367,5815,36222,511,511
BFS,HUNT_AND_KILL,0,221,16588,24198,4762,24197,523,523
RIGHT HAND RULE,HUNT_AND_KILL,0,221,11001,8161,3067,15798,523,523
BFS,RECURSIVE_DIVISION,0,221,19227,28231,1046,28230,2377,2377
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,15609,14199,1053,20098,2847,2377
BFS,DFS,0,221,11270,16460,4102,16459,3899,3899
RIGHT HAND RULE,DFS,0,221,15001,12513,5187,21126,3899,3899
BFS,PRIM,0,221,16211,24201,3836,24200,491,491
RIGHT HAND RULE,PRIM,0,221,13602,9963,3132,19434,491,491
BFS,HUNT_AND_KILL,0,221,13151,19433,3765,19432,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,19610,14049,5415,27626,471,471
BFS,RECURSIVE_DIVISION,0,221,14332,20833,872,20832,975,975
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,24371,20803,1823,31342,1225,975
BFS,DFS,0,221,15451,22498,5626,22497,5583,5583
RIGHT HAND RULE,DFS,0,221,19074,16033,6583,26482,5583,5583
BFS,PRIM,0,221,12861,18854,2971,18853,507,507
RIGHT HAND RULE,PRIM,0,221,23143,16299,5169,32090,507,507
BFS,HUNT_AND_KILL,0,221,16224,24172,4725,24171,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,23668,16935,6530,33398,471,471
BFS,RECURSIVE_DIVISION,0,221,18842,26961,993,26960,1977,1977
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14798,13849,975,19918,2329,1977
BFS,DFS,0,221,13635,19446,4836,19445,4887,4887
RIGHT HAND RULE,DFS,0,221,20217,16437,6929,27986,4887,4887
BFS,PRIM,0,221,16439,24199,3948,24198,475,475
RIGHT HAND RULE,PRIM,0,221,17992,12877,4150,25278,475,475
BFS,HUNT_AND_KILL,0,221,12535,18625,3535,18624,511,511
RIGHT HAND RULE,HUNT_AND_KILL,0,221,27328,19359,7345,38206,511,511
BFS,RECURSIVE_DIVISION,0,221,18987,27833,1004,27832,1969,1969
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16481,14966,1044,21348,2337,1969
BFS,DFS,0,221,10924,15577,3887,15576,3567,3567
RIGHT HAND RULE,DFS,0,221,21573,16855,7487,30142,3567,3567
BFS,PRIM,0,221,14114,21141,3359,21140,623,623
RIGHT HAND RULE,PRIM,0,221,28147,19877,6327,39130,623,623
BFS,HUNT_AND_KILL,0,221,16325,24195,4737,24194,471,471
RIGHT HAND RULE,HUNT_AND_KILL,0,221,14926,11015,4214,21558,471,471
BFS,RECURSIVE_DIVISION,0,221,17243,24865,885,24864,2263,2263
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,9428,9005,599,12444,2703,2263
BFS,DFS,0,221,12440,18054,4537,18053,3955,3955
RIGHT HAND RULE,DFS,0,221,17215,14093,5994,24230,3955,3955
BFS,PRIM,0,221,16098,24049,3920,24048,475,475
RIGHT HAND RULE,PRIM,0,221,20237,14551,4729,28626,475,475
BFS,HUNT_AND_KILL,0,221,14020,20669,3927,20668,503,503
RIGHT HAND RULE,HUNT_AND_KILL,0,221,24479,17499,6666,34494,503,503
BFS,RECURSIVE_DIVISION,0,221,19228,28013,984,28012,3267,3267
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,13815,12839,823,17800,3767,3267
BFS,DFS,0,221,10904,15348,3862,15347,3707,3707
RIGHT HAND RULE,DFS,0,221,13277,11249,4651,18790,3707,3707
BFS,PRIM,0,221,16392,24201,3900,24200,467,467
RIGHT HAND RULE,PRIM,0,221,17628,12671,3968,24874,467,467
BFS,HUNT_AND_KILL,0,221,8701,12443,2357,12442,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,8507,6435,2389,12406,463,463
BFS,RECURSIVE_DIVISION,0,221,17110,24778,918,24777,2325,2325
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,22972,20880,1519,30412,2779,2325
BFS,DFS,0,221,8538,12001,3037,12000,2655,2655
RIGHT HAND RULE,DFS,0,221,20073,15439,7001,28222,2655,2655
BFS,PRIM,0,221,13810,20440,3257,20439,491,491
RIGHT HAND RULE,PRIM,0,221,10067,7471,2348,14450,491,491
BFS,HUNT_AND_KILL,0,221,9059,13234,2563,13233,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,221,16546,12079,4612,23702,455,455
BFS,RECURSIVE_DIVISION,0,221,17422,25760,932,25759,1631,1631
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,5835,5694,366,7718,1891,1631
BFS,DFS,0,221,8742,12409,3139,12408,3075,3075
RIGHT HAND RULE,DFS,0,221,22817,17573,7967,32070,3075,3075
BFS,PRIM,0,221,16489,24200,3930,24199,455,455
RIGHT HAND RULE,PRIM,0,221,18312,13315,4246,26174,455,455
BFS,HUNT_AND_KILL,0,221,15869,23705,4613,23704,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,18329,13343,5055,26210,475,475
BFS,RECURSIVE_DIVISION,0,221,19117,27955,1007,27954,2331,2331
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,20570,18472,1347,26782,2759,2331
BFS,DFS,0,221,10355,14802,3713,14801,3731,3731
RIGHT HAND RULE,DFS,0,221,21022,16365,7155,28998,3731,3731
BFS,PRIM,0,221,16185,24193,3901,24192,571,571
RIGHT HAND RULE,PRIM,0,221,5536,4339,1303,8106,571,571
BFS,HUNT_AND_KILL,0,221,8558,12166,2330,12165,495,495
RIGHT HAND RULE,HUNT_AND_KILL,0,221,21910,15849,6143,31202,495,495
BFS,RECURSIVE_DIVISION,0,221,19220,27782,1054,27781,2125,2125
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,13649,12378,1013,17836,2615,2125
BFS,DFS,0,221,16653,23883,5924,23882,6351,6351
RIGHT HAND RULE,DFS,0,221,14855,13385,5042,20418,6351,6351
BFS,PRIM,0,221,17048,24201,3925,24200,487,487
RIGHT HAND RULE,PRIM,0,221,16634,11641,3720,22794,487,487
BFS,HUNT_AND_KILL,0,221,10656,15216,2951,15215,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,15073,10855,4164,21234,475,475
BFS,RECURSIVE_DIVISION,0,221,18979,27897,947,27896,3577,3577
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,8844,9377,548,12334,4081,3577
BFS,DFS,0,221,10673,15173,3835,15172,4107,4107
RIGHT HAND RULE,DFS,0,221,22813,17743,7791,31378,4107,4107
BFS,PRIM,0,221,16389,24201,3883,24200,487,487
RIGHT HAND RULE,PRIM,0,221,21626,15583,4859,30678,487,487
BFS,HUNT_AND_KILL,0,221,15972,24201,4724,24200,455,455
RIGHT HAND RULE,HUNT_AND_KILL,0,221,18973,13659,5196,26862,455,455
BFS,RECURSIVE_DIVISION,0,221,12086,17049,549,17048,1723,1723
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,6114,6061,409,8138,2023,1723
BFS,DFS,0,221,7310,10254,2645,10253,3267,3267
RIGHT HAND RULE,DFS,0,221,12202,10241,4177,17214,3267,3267
BFS,PRIM,0,221,14730,22123,3523,22122,611,611
RIGHT HAND RULE,PRIM,0,221,31375,21971,6996,43330,611,611
BFS,HUNT_AND_KILL,0,221,16301,24201,4704,24200,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,221,21230,15221,5890,29990,451,451
BFS,RECURSIVE_DIVISION,0,221,19607,28377,974,28376,2977,2977
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,15748,14614,947,20244,3655,2977
BFS,DFS,0,221,9893,13940,3496,13939,4219,4219
RIGHT HAND RULE,DFS,0,221,11320,9907,3829,15594,4219,4219
BFS,PRIM,0,221,8107,11940,1904,11939,483,483
RIGHT HAND RULE,PRIM,0,221,18437,13251,4216,26018,483,483
BFS,HUNT_AND_KILL,0,221,16399,24200,4758,24199,459,459
RIGHT HAND RULE,HUNT_AND_KILL,0,221,15008,11025,4292,21590,459,459
BFS,RECURSIVE_DIVISION,0,221,18135,27006,1012,27005,1399,1399
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16601,14883,1159,22118,1671,1399
BFS,DFS,0,221,5250,7187,1812,7186,2267,2267
RIGHT HAND RULE,DFS,0,221,28932,21045,9923,39822,2267,2267
BFS,PRIM,0,221,16408,24041,3924,24040,527,527
RIGHT HAND RULE,PRIM,0,221,12016,8855,2812,17182,527,527
BFS,HUNT_AND_KILL,0,221,15835,23442,4521,23441,507,507
RIGHT HAND RULE,HUNT_AND_KILL,0,221,26385,18891,7193,37274,507,507
BFS,RECURSIVE_DIVISION,0,221,18399,27120,1047,27119,1793,1793
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,10152,9625,702,13684,2167,1793
BFS,DFS,0,221,8899,12615,3231,12614,2639,2639
RIGHT HAND RULE,DFS,0,221,17860,13989,6240,25338,2639,2639
BFS,PRIM,0,221,13438,19929,3168,19928,583,583
RIGHT HAND RULE,PRIM,0,221,5366,4155,1226,7726,583,583
BFS,HUNT_AND_KILL,0,221,16349,24201,4730,24200,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,221,19512,14067,5435,27682,451,451
BFS,RECURSIVE_DIVISION,0,221,15717,22751,812,22750,2733,2733
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,19407,17265,1241,24564,3179,2733
BFS,DFS,0,221,11352,15916,4015,15915,2811,2811
RIGHT HAND RULE,DFS,0,221,18396,14261,6337,25710,2811,2811
BFS,PRIM,0,221,16207,24201,3934,24200,483,483
RIGHT HAND RULE,PRIM,0,221,20239,14645,4700,28806,483,483
BFS,HUNT_AND_KILL,0,221,13846,20282,3852,20281,463,463
RIGHT HAND RULE,HUNT_AND_KILL,0,221,15830,11519,4393,22574,463,463
BFS,RECURSIVE_DIVISION,0,221,10571,15474,600,15473,1389,1389
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,25118,21859,1779,32602,1675,1389
BFS,DFS,0,221,3847,4962,1310,4961,1559,1559
RIGHT HAND RULE,DFS,0,221,16048,12231,5677,22902,1559,1559
BFS,PRIM,0,221,13287,19841,3187,19840,503,503
RIGHT HAND RULE,PRIM,0,221,21147,14927,4746,29350,503,503
BFS,HUNT_AND_KILL,0,221,16026,24201,4704,24200,483,483
RIGHT HAND RULE,HUNT_AND_KILL,0,221,19234,13975,5363,27466,483,483
BFS,RECURSIVE_DIVISION,0,221,14874,21618,811,21617,2067,2067
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,8233,8123,549,11218,2449,2067
BFS,DFS,0,221,4863,6501,1672,6500,2011,2011
RIGHT HAND RULE,DFS,0,221,10778,8693,3775,15374,2011,2011
BFS,PRIM,0,221,5880,8279,1286,8278,475,475
RIGHT HAND RULE,PRIM,0,221,16129,11545,3650,22614,475,475
BFS,HUNT_AND_KILL,0,221,15739,23526,4527,23525,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,16671,12107,4604,23746,467,467
BFS,RECURSIVE_DIVISION,0,221,18692,27570,1068,27569,2569,2569
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16803,15412,1213,21798,3165,2569
BFS,DFS,0,221,14400,21604,5355,21603,5247,5247
RIGHT HAND RULE,DFS,0,221,16431,14003,5577,22758,5247,5247
BFS,PRIM,0,221,11486,17169,2749,17168,463,463
RIGHT HAND RULE,PRIM,0,221,22985,16241,5177,32018,463,463
BFS,HUNT_AND_KILL,0,221,16169,24201,4714,24200,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,18692,13407,5133,26346,467,467
BFS,RECURSIVE_DIVISION,0,221,16609,24196,956,24195,1633,1633
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,14045,12709,1010,18438,1905,1633
BFS,DFS,0,221,7115,10013,2563,10012,2699,2699
RIGHT HAND RULE,DFS,0,221,12047,9959,4212,17218,2699,2699
BFS,PRIM,0,221,14585,21791,3477,21790,511,511
RIGHT HAND RULE,PRIM,0,221,9082,6797,2076,13082,511,511
BFS,HUNT_AND_KILL,0,221,15809,23399,4605,23398,515,515
RIGHT HAND RULE,HUNT_AND_KILL,0,221,7609,5797,2166,11078,515,515
BFS,RECURSIVE_DIVISION,0,221,18281,27019,970,27018,2293,2293
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,16979,15477,1147,22664,2723,2293
BFS,DFS,0,221,12376,17691,4415,17690,3123,3123
RIGHT HAND RULE,DFS,0,221,14201,11683,5006,20242,3123,3123
BFS,PRIM,0,221,15878,23959,3851,23958,475,475
RIGHT HAND RULE,PRIM,0,221,11427,8447,2645,16418,475,475
BFS,HUNT_AND_KILL,0,221,16327,24201,4732,24200,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,221,6961,5329,1979,10158,499,499
BFS,RECURSIVE_DIVISION,0,221,14195,20916,736,20915,1545,1545
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,8583,8083,583,11644,1787,1545
BFS,DFS,0,221,14680,21176,5282,21175,4451,4451
RIGHT HAND RULE,DFS,0,221,18613,15223,6420,25994,4451,4451
BFS,PRIM,0,221,16376,24194,3909,24193,479,479
RIGHT HAND RULE,PRIM,0,221,15766,11405,3560,22330,479,479
BFS,HUNT_AND_KILL,0,221,16076,24201,4712,24200,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,15690,11609,4442,22750,467,467
BFS,RECURSIVE_DIVISION,0,221,13198,19447,720,19446,1295,1295
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,21078,18268,1451,27148,1553,1295
BFS,DFS,0,221,8766,12498,3150,12497,2723,2723
RIGHT HAND RULE,DFS,0,221,9428,7963,3227,13202,2723,2723
BFS,PRIM,0,221,13514,19954,3197,19953,479,479
RIGHT HAND RULE,PRIM,0,221,13880,10215,3241,19950,479,479
BFS,HUNT_AND_KILL,0,221,16338,24201,4662,24200,451,451
RIGHT HAND RULE,HUNT_AND_KILL,0,221,17192,12421,4723,24390,451,451
BFS,RECURSIVE_DIVISION,0,221,19015,28116,1006,28115,2891,2891
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,13033,12290,841,17158,3387,2891
BFS,DFS,0,221,15466,22767,5634,22766,5771,5771
RIGHT HAND RULE,DFS,0,221,18355,15515,6267,25258,5771,5771
BFS,PRIM,0,221,13395,19850,3162,19849,527,527
RIGHT HAND RULE,PRIM,0,221,24188,16781,5315,33034,527,527
BFS,HUNT_AND_KILL,0,221,12961,19434,3728,19433,527,527
RIGHT HAND RULE,HUNT_AND_KILL,0,221,25746,18139,6957,35750,527,527
BFS,RECURSIVE_DIVISION,0,221,9671,13774,515,13773,1179,1179
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,21824,19164,1342,28250,1367,1179
BFS,DFS,0,221,13544,19663,4935,19662,4923,4923
RIGHT HAND RULE,DFS,0,221,21590,17341,7393,29758,4923,4923
BFS,PRIM,0,221,15681,22950,3660,22949,511,511
RIGHT HAND RULE,PRIM,0,221,11917,8735,2713,16958,511,511
BFS,HUNT_AND_KILL,0,221,15808,23217,4543,23216,467,467
RIGHT HAND RULE,HUNT_AND_KILL,0,221,11624,8601,3314,16734,467,467
BFS,RECURSIVE_DIVISION,0,221,14769,21427,778,21426,1687,1687
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,19875,17534,1321,25786,1953,1687
BFS,DFS,0,221,6895,9558,2429,9557,2995,2995
RIGHT HAND RULE,DFS,0,221,25916,19439,8873,35882,2995,2995
BFS,PRIM,0,221,14009,20731,3317,20730,559,559
RIGHT HAND RULE,PRIM,0,221,8628,6465,2002,12370,559,559
BFS,HUNT_AND_KILL,0,221,15582,23231,4486,23230,475,475
RIGHT HAND RULE,HUNT_AND_KILL,0,221,12476,9203,3479,17930,475,475
BFS,RECURSIVE_DIVISION,0,221,4730,6470,242,6469,591,591
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,2675,2750,209,3852,725,591
BFS,DFS,0,221,6736,9401,2379,9400,2383,2383
RIGHT HAND RULE,DFS,0,221,8458,7285,2986,12186,2383,2383
BFS,PRIM,0,221,12719,19048,3023,19047,595,595
RIGHT HAND RULE,PRIM,0,221,5086,3989,1165,7382,595,595
BFS,HUNT_AND_KILL,0,221,8052,11475,2179,11474,459,459
RIGHT HAND RULE,HUNT_AND_KILL,0,221,14232,10413,3907,20366,459,459
BFS,RECURSIVE_DIVISION,0,221,17713,26083,991,26082,1621,1621
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,18964,17061,1291,25138,1961,1621
BFS,DFS,0,221,14310,21091,5273,21090,4903,4903
RIGHT HAND RULE,DFS,0,221,17998,14937,6160,24970,4903,4903
BFS,PRIM,0,221,16267,24200,3896,24199,471,471
RIGHT HAND RULE,PRIM,0,221,21855,15613,5028,30754,471,471
BFS,HUNT_AND_KILL,0,221,13624,20403,3974,20402,499,499
RIGHT HAND RULE,HUNT_AND_KILL,0,221,21135,15005,5826,29510,499,499
BFS,RECURSIVE_DIVISION,0,221,13342,19315,734,19314,1195,1195
RIGHT HAND RULE,RECURSIVE_DIVISION,0,221,8858,8153,683,11786,1373,1195
BFS,DFS,0,221,5508,7578,1937,7577,2503,2503
RIGHT HAND RULE,DFS,0,221,15298,12065,5341,21626,2503,2503
