Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
HUNT_AND_KILL,0,501,32234,20253,24604,1319
RECURSIVE_DIVISION,0,501,283231,70949,5183,8093
DFS,0,501,27435,23526,31154,8919
PRIM,0,501,36938,17267,20243,1287
HUNT_AND_KILL,0,501,32089,20220,24431,1159
RECURSIVE_DIVISION,0,501,286469,71161,4858,11617
DFS,0,501,26806,23497,31086,16787
PRIM,0,501,38874,17292,20209,1287
HUNT_AND_KILL,0,501,31353,20247,24470,1111
RECURSIVE_DIVISION,0,501,285730,70503,5206,8839
DFS,0,501,27353,23528,31067,18235
PRIM,0,501,36865,17351,20194,1111
HUNT_AND_KILL,0,501,30599,20260,24574,1047
RECURSIVE_DIVISION,0,501,281314,71437,5139,9797
DFS,0,501,27532,23450,31070,13179
PRIM,0,501,36900,17212,20247,1087
HUNT_AND_KILL,0,501,29057,20172,24450,1143
RECURSIVE_DIVISION,0,501,289951,73096,4916,7761
DFS,0,501,26879,23402,31117,18755
PRIM,0,501,37414,17254,20252,1103
HUNT_AND_KILL,0,501,28689,20259,24380,1179
RECURSIVE_DIVISION,0,501,288219,72529,5259,3835
DFS,0,501,27165,23423,31105,15483
PRIM,0,501,36647,17302,20182,1115
HUNT_AND_KILL,0,501,30654,20268,24674,1035
RECURSIVE_DIVISION,0,501,281665,72222,4989,4253
DFS,0,501,26952,23500,31115,18619
PRIM,0,501,36730,17125,20110,1247
HUNT_AND_KILL,0,501,31324,20205,24544,1071
RECURSIVE_DIVISION,0,501,286661,70708,5358,5787
DFS,0,501,27035,23476,31059,17075
PRIM,0,501,36255,17286,20343,1107
HUNT_AND_KILL,0,501,28397,20337,24633,1331
RECURSIVE_DIVISION,0,501,286484,71139,4984,6791
DFS,0,501,26967,23427,31111,10743
PRIM,0,501,37097,17206,20168,1131
HUNT_AND_KILL,0,501,30870,20344,24569,1095
RECURSIVE_DIVISION,0,501,286198,71113,5186,6087
DFS,0,501,27198,23531,31132,15163
PRIM,0,501,36563,17108,20096,1071
HUNT_AND_KILL,0,501,28077,20265,24670,1227
RECURSIVE_DIVISION,0,501,278062,70063,5110,10035
DFS,0,501,26772,23477,31087,16635
PRIM,0,501,36623,17240,20207,1107
HUNT_AND_KILL,0,501,30706,20231,24622,1083
RECURSIVE_DIVISION,0,501,276630,71147,4733,12587
DFS,0,501,27115,23553,31153,13647
PRIM,0,501,36991,17251,20119,1107
HUNT_AND_KILL,0,501,31374,20272,24511,1115
RECURSIVE_DIVISION,0,501,276541,70885,4762,10901
DFS,0,501,27889,23450,31082,17219
PRIM,0,501,36501,17355,20228,1215
HUNT_AND_KILL,0,501,29815,20215,24543,1123
RECURSIVE_DIVISION,0,501,278574,71481,4965,9573
DFS,0,501,26903,23477,31100,17811
PRIM,0,501,37133,17251,20280,1079
HUNT_AND_KILL,0,501,30863,20166,24484,1091
RECURSIVE_DIVISION,0,501,281681,70665,5273,9417
DFS,0,501,26989,23455,31111,10399
PRIM,0,501,36838,17279,20251,1255
HUNT_AND_KILL,0,501,29842,20273,24558,1063
RECURSIVE_DIVISION,0,501,288532,72845,5062,5945
DFS,0,501,26880,23470,31010,15623
PRIM,0,501,36698,17189,20207,1059
HUNT_AND_KILL,0,501,29341,20324,24619,1067
RECURSIVE_DIVISION,0,501,278178,71293,4831,11567
DFS,0,501,27768,23421,31018,17527
PRIM,0,501,36369,17250,20312,1099
HUNT_AND_KILL,0,501,29998,20296,24680,1043
RECURSIVE_DIVISION,0,501,277704,72116,5207,4115
DFS,0,501,26921,23435,31125,14747
PRIM,0,501,36548,17371,20347,1039
HUNT_AND_KILL,0,501,30851,20259,24457,1295
RECURSIVE_DIVISION,0,501,281803,72047,5164,7425
DFS,0,501,27151,23507,31133,16687
PRIM,0,501,36498,17311,20354,1171
HUNT_AND_KILL,0,501,29840,20356,24652,1087
RECURSIVE_DIVISION,0,501,284269,73005,4929,12029
DFS,0,501,27183,23479,31137,9971
PRIM,0,501,36538,17177,20202,1119
HUNT_AND_KILL,0,501,31442,20201,24537,1171
RECURSIVE_DIVISION,0,501,284980,72305,4912,8111
DFS,0,501,27163,23386,31092,8303
PRIM,0,501,36569,17283,20302,1271
HUNT_AND_KILL,0,501,29028,20132,24391,1067
RECURSIVE_DIVISION,0,501,274460,69999,5089,8391
DFS,0,501,27161,23459,31162,8543
PRIM,0,501,36752,17261,20222,1067
HUNT_AND_KILL,0,501,28684,20260,24585,1103
RECURSIVE_DIVISION,0,501,286105,71913,5159,6629
DFS,0,521,28899,25375,33666,13467
PRIM,0,521,39505,18663,21840,1207
HUNT_AND_KILL,0,521,31249,21852,26636,1059
RECURSIVE_DIVISION,0,521,310243,76100,5434,12079
DFS,0,521,28658,25376,33642,11851
PRIM,0,521,39607,18541,21842,1135
HUNT_AND_KILL,0,521,32904,21776,26375,1131
RECURSIVE_DIVISION,0,521,303061,78192,5328,11193
DFS,0,521,29336,25363,33663,13399
PRIM,0,521,39321,18685,21823,1167
HUNT_AND_KILL,0,521,32928,21849,26389,1091
RECURSIVE_DIVISION,0,521,304944,76614,5464,10511
DFS,0,521,28712,25453,33614,9835
PRIM,0,521,39634,18720,21941,1291
HUNT_AND_KILL,0,521,32475,21914,26515,1071
RECURSIVE_DIVISION,0,521,311292,76181,5722,5555
DFS,0,521,29025,25375,33619,8791
PRIM,0,521,39611,18717,21941,1239
HUNT_AND_KILL,0,521,31659,21943,26550,1135
RECURSIVE_DIVISION,0,521,310376,78543,5638,6171
DFS,0,521,28785,25420,33592,9779
PRIM,0,521,39590,18719,22021,1135
HUNT_AND_KILL,0,521,32511,21856,26569,1083
RECURSIVE_DIVISION,0,521,307467,78057,5540,4799
DFS,0,521,28955,25441,33603,10291
PRIM,0,521,39577,18678,21913,1151
HUNT_AND_KILL,0,521,32732,21846,26572,1111
RECURSIVE_DIVISION,0,521,307325,77719,5612,6431
DFS,0,521,28970,25292,33613,13459
PRIM,0,521,39339,18721,21911,1391
HUNT_AND_KILL,0,521,34708,21999,26559,1351
RECURSIVE_DIVISION,0,521,311263,77895,5300,5225
DFS,0,521,28764,25439,33708,13555
PRIM,0,521,39819,18665,21955,1183
HUNT_AND_KILL,0,521,34302,21895,26441,1223
RECURSIVE_DIVISION,0,521,301674,77106,5201,8399
DFS,0,521,29066,25426,33647,10223
PRIM,0,521,39204,18738,21942,1119
HUNT_AND_KILL,0,521,32657,21974,26586,1159
RECURSIVE_DIVISION,0,521,315667,76715,5470,11965
DFS,0,521,28898,25384,33634,6295
PRIM,0,521,39455,18653,21809,1343
HUNT_AND_KILL,0,521,32515,21789,26416,1083
RECURSIVE_DIVISION,0,521,312106,77340,5859,3849
DFS,0,521,28958,25493,33735,23595
PRIM,0,521,39331,18657,21947,1327
HUNT_AND_KILL,0,521,32692,21778,26329,1075
RECURSIVE_DIVISION,0,521,310179,77591,5478,4839
DFS,0,521,30053,25317,33607,13231
PRIM,0,521,39284,18575,21818,1147
HUNT_AND_KILL,0,521,31743,21954,26527,1103
RECURSIVE_DIVISION,0,521,309522,77228,5326,8169
DFS,0,521,28747,25436,33574,7087
PRIM,0,521,39252,18602,21823,1179
HUNT_AND_KILL,0,521,32103,22011,26617,1103
RECURSIVE_DIVISION,0,521,307868,76963,5258,5037
DFS,0,521,28904,25407,33551,16031
PRIM,0,521,40037,18599,21864,1239
HUNT_AND_KILL,0,521,30875,21951,26688,1111
RECURSIVE_DIVISION,0,521,315259,77903,5540,9651
DFS,0,521,29084,25386,33637,18787
PRIM,0,521,39691,18739,21963,1159
HUNT_AND_KILL,0,521,30939,21981,26611,1155
RECURSIVE_DIVISION,0,521,305541,76588,5475,9329
DFS,0,521,28990,25347,33529,13599
PRIM,0,521,39620,18779,22070,1091
HUNT_AND_KILL,0,521,31172,21903,26516,1131
RECURSIVE_DIVISION,0,521,305281,77231,4945,9979
DFS,0,521,28933,25375,33594,7291
PRIM,0,521,39390,18662,21931,1327
HUNT_AND_KILL,0,521,31049,21920,26633,1107
RECURSIVE_DIVISION,0,521,306590,76339,5453,7873
DFS,0,521,28769,25383,33692,12371
PRIM,0,521,39091,18595,21819,1199
HUNT_AND_KILL,0,521,32896,21888,26413,1111
RECURSIVE_DIVISION,0,521,302004,78961,5238,11925
DFS,0,521,29058,25372,33592,16919
PRIM,0,521,39246,18587,21798,1127
HUNT_AND_KILL,0,521,32285,21754,26430,1123
RECURSIVE_DIVISION,0,521,304974,77031,5511,11113
DFS,0,521,28722,25389,33614,12015
PRIM,0,521,39239,18662,21852,1343
HUNT_AND_KILL,0,521,33134,21864,26513,1295
RECURSIVE_DIVISION,0,521,305078,77905,5378,10655
DFS,0,521,28806,25382,33626,16119
PRIM,0,521,39900,18657,21806,1167
HUNT_AND_KILL,0,521,30656,21789,26505,1251
RECURSIVE_DIVISION,0,521,305991,76810,5215,5613
DFS,0,521,29163,25412,33627,12283
PRIM,0,521,39466,18638,21888,1155
HUNT_AND_KILL,0,521,31813,21918,26460,1099
RECURSIVE_DIVISION,0,521,305799,76211,5550,5811
DFS,0,521,29158,25406,33687,18587
PRIM,0,521,39595,18542,21832,1291
HUNT_AND_KILL,0,521,32814,21965,26566,1207
RECURSIVE_DIVISION,0,521,296122,75706,5389,7181
DFS,0,521,28712,25336,33622,11751
PRIM,0,521,39165,18705,21796,1123
HUNT_AND_KILL,0,521,32236,21960,26693,1087
RECURSIVE_DIVISION,0,521,311316,75856,5379,6845
DFS,0,521,29371,25415,33618,19667
PRIM,0,521,39358,18830,22056,1207
HUNT_AND_KILL,0,521,33104,21835,26520,1087
RECURSIVE_DIVISION,0,521,306381,76126,5698,3383
DFS,0,521,28560,25383,33664,13547
PRIM,0,521,39296,18686,21963,1135
HUNT_AND_KILL,0,521,30975,21889,26533,1151
RECURSIVE_DIVISION,0,521,306069,78411,5512,7901
DFS,0,521,29198,25407,33672,20143
PRIM,0,521,39538,18592,21816,1303
HUNT_AND_KILL,0,521,32339,21890,26501,1119
RECURSIVE_DIVISION,0,521,309270,76122,5817,8697
DFS,0,521,28834,25369,33601,23055
PRIM,0,521,39654,18723,21914,1235
HUNT_AND_KILL,0,521,32905,21956,26578,1143
RECURSIVE_DIVISION,0,521,306327,77348,5433,5979
DFS,0,521,29099,25371,33616,20407
PRIM,0,521,39301,18693,21949,1091
HUNT_AND_KILL,0,521,31374,21884,26551,1091
RECURSIVE_DIVISION,0,521,311716,77469,5709,8023
DFS,0,521,28962,25417,33553,15619
PRIM,0,521,39009,18628,21863,1247
HUNT_AND_KILL,0,521,32763,21917,26553,1099
RECURSIVE_DIVISION,0,521,303329,75630,5637,5477
DFS,0,521,28959,25357,33547,18863
PRIM,0,521,39363,18730,21973,1151
HUNT_AND_KILL,0,521,31852,21947,26510,1087
RECURSIVE_DIVISION,0,521,297815,76583,5292,3707
DFS,0,521,28819,25374,33660,27231
PRIM,0,521,39309,18567,21840,1123
HUNT_AND_KILL,0,521,31520,21847,26443,1075
RECURSIVE_DIVISION,0,521,310897,76101,5936,4021
DFS,0,521,29085,25427,33597,14619
PRIM,0,521,39614,18781,21966,1107
HUNT_AND_KILL,0,521,31299,21925,26503,1135
RECURSIVE_DIVISION,0,521,311655,77367,5559,7377
DFS,0,521,29233,25416,33634,22047
PRIM,0,521,39356,18764,21987,1139
HUNT_AND_KILL,0,521,32292,22008,26613,1067
RECURSIVE_DIVISION,0,521,308958,77038,5625,7419
DFS,0,521,28766,25294,33655,13491
PRIM,0,521,39670,18594,21883,1123
HUNT_AND_KILL,0,521,31769,21981,26533,1095
RECURSIVE_DIVISION,0,521,303385,77354,5674,5269
DFS,0,521,29133,25405,33680,8027
PRIM,0,521,39548,18620,21865,1231
HUNT_AND_KILL,0,521,31682,21961,26633,1159
RECURSIVE_DIVISION,0,521,304515,77002,5670,6579
DFS,0,521,29286,25447,33766,20047
PRIM,0,521,39638,18553,21705,1159
HUNT_AND_KILL,0,521,31131,21815,26593,1103
RECURSIVE_DIVISION,0,521,310817,76360,5687,12317
DFS,0,521,29078,25442,33634,13439
PRIM,0,521,39582,18722,21964,1131
HUNT_AND_KILL,0,521,32571,21825,26412,1099
RECURSIVE_DIVISION,0,521,302698,75840,5397,14051
DFS,0,521,29034,25394,33610,21987
PRIM,0,521,39311,18751,21954,1143
HUNT_AND_KILL,0,521,33268,21916,26614,1095
RECURSIVE_DIVISION,0,521,306738,78319,5402,4919
DFS,0,521,28938,25311,33593,15563
PRIM,0,521,39073,18618,21798,1223
HUNT_AND_KILL,0,521,31234,21902,26514,1195
RECURSIVE_DIVISION,0,521,306792,77794,5509,4603
DFS,0,521,28951,25314,33562,16263
PRIM,0,521,38904,18727,21968,1219
HUNT_AND_KILL,0,521,33149,21805,26378,1135
RECURSIVE_DIVISION,0,521,306040,76582,5609,9523
DFS,0,521,29014,25341,33627,17659
PRIM,0,521,39256,18673,21847,1127
HUNT_AND_KILL,0,521,31933,21883,26559,1115
RECURSIVE_DIVISION,0,521,300454,76525,5405,5479
DFS,0,521,28733,25378,33608,14355
PRIM,0,521,39363,18775,21998,1299
HUNT_AND_KILL,0,521,30479,21971,26604,1227
RECURSIVE_DIVISION,0,521,305731,76606,5856,8111
DFS,0,521,28828,25398,33620,21095
PRIM,0,521,52548,18693,21892,1103
HUNT_AND_KILL,0,521,31068,21899,26594,1203
RECURSIVE_DIVISION,0,521,310549,78046,5318,10429
DFS,0,521,29141,25421,33540,10703
PRIM,0,521,39395,18718,21935,1183
HUNT_AND_KILL,0,521,31915,21773,26521,1091
RECURSIVE_DIVISION,0,521,308092,77510,5635,8223
DFS,0,521,28979,25361,33647,16203
PRIM,0,521,39398,18680,21852,1115
HUNT_AND_KILL,0,521,32096,21904,26507,1071
RECURSIVE_DIVISION,0,521,309102,76957,5480,6127
DFS,0,521,28721,25419,33607,18099
PRIM,0,521,39289,18673,21841,1147
HUNT_AND_KILL,0,521,33261,21919,26633,1239
RECURSIVE_DIVISION,0,521,305410,75997,5656,5605
DFS,0,521,28812,25370,33602,19851
PRIM,0,521,39379,18868,21998,1223
HUNT_AND_KILL,0,521,32571,21905,26588,1115
RECURSIVE_DIVISION,0,521,307631,77553,5758,6211
DFS,0,521,28745,25307,33568,20067
PRIM,0,521,39230,18663,21887,1099
HUNT_AND_KILL,0,521,31006,21839,26378,1187
RECURSIVE_DIVISION,0,521,312047,78083,5732,6797
DFS,0,521,28987,25396,33616,10695
PRIM,0,521,39190,18615,21793,1123
HUNT_AND_KILL,0,521,30901,21905,26573,1147
RECURSIVE_DIVISION,0,521,308707,77575,5424,3909
DFS,0,521,28691,25325,33677,13527
PRIM,0,521,39383,18710,21921,1143
HUNT_AND_KILL,0,521,30555,21938,26565,1303
RECURSIVE_DIVISION,0,521,308753,78032,5676,5897
DFS,0,521,28575,25400,33680,14171
PRIM,0,521,39225,18584,21779,1251
HUNT_AND_KILL,0,521,30120,21931,26635,1227
RECURSIVE_DIVISION,0,521,300357,76392,5392,6157
DFS,0,521,29143,25355,33671,7807
PRIM,0,521,39469,18807,22088,1275
HUNT_AND_KILL,0,521,33482,21902,26447,1219
RECURSIVE_DIVISION,0,521,307594,76438,5678,6839
DFS,0,521,28884,25334,33547,10651
PRIM,0,521,39445,18749,21883,1135
HUNT_AND_KILL,0,521,31212,21911,26624,1191
RECURSIVE_DIVISION,0,521,310682,76880,5436,11871
DFS,0,521,28735,25422,33669,20467
PRIM,0,521,39540,18711,21970,1207
HUNT_AND_KILL,0,521,29764,21736,26352,1279
RECURSIVE_DIVISION,0,521,315629,77688,5931,4887
DFS,0,521,28818,25429,33662,18363
PRIM,0,521,40052,18649,21905,1147
HUNT_AND_KILL,0,521,32787,21902,26575,1131
RECURSIVE_DIVISION,0,521,313672,77223,5469,9127
DFS,0,521,29133,25425,33606,19203
PRIM,0,521,39514,18721,22015,1187
HUNT_AND_KILL,0,521,33326,21843,26530,1139
RECURSIVE_DIVISION,0,521,310505,76642,6103,7255
DFS,0,521,28886,25425,33654,25731
PRIM,0,521,39333,18679,21880,1143
HUNT_AND_KILL,0,521,31675,21831,26577,1099
RECURSIVE_DIVISION,0,521,306131,75977,5428,9465
DFS,0,521,29212,25366,33590,14803
PRIM,0,521,39829,18698,21885,1187
HUNT_AND_KILL,0,521,32521,21857,26464,1107
RECURSIVE_DIVISION,0,521,293335,76768,5034,15437
DFS,0,521,28785,25417,33584,11191
PRIM,0,521,39770,18735,21927,1135
HUNT_AND_KILL,0,521,31281,21889,26501,1147
RECURSIVE_DIVISION,0,521,314977,78589,5588,6877
DFS,0,521,29773,25375,33586,8627
PRIM,0,521,39388,18589,21860,1223
HUNT_AND_KILL,0,521,31518,21904,26474,1079
RECURSIVE_DIVISION,0,521,301664,76598,5309,9223
DFS,0,521,29017,25395,33612,27647
PRIM,0,521,39304,18790,22105,1379
HUNT_AND_KILL,0,521,33016,21921,26520,1231
RECURSIVE_DIVISION,0,521,307003,77152,5349,13817
DFS,0,521,28973,25478,33583,10167
PRIM,0,521,39080,18678,21897,1207
HUNT_AND_KILL,0,521,32841,21997,26667,1167
RECURSIVE_DIVISION,0,521,306709,77225,5813,6461
DFS,0,521,29051,25396,33652,7895
PRIM,0,521,39545,18709,21942,1347
HUNT_AND_KILL,0,521,32690,21980,26620,1203
RECURSIVE_DIVISION,0,521,304385,76022,5724,5813
DFS,0,521,29145,25330,33572,20943
PRIM,0,521,39237,18796,22049,1119
HUNT_AND_KILL,0,521,30240,21931,26476,1247
RECURSIVE_DIVISION,0,521,304970,74452,5700,6323
DFS,0,521,28690,25420,33597,14147
PRIM,0,521,39492,18768,21978,1275
HUNT_AND_KILL,0,521,30381,22043,26616,1235
RECURSIVE_DIVISION,0,521,307512,76615,5660,9153
DFS,0,521,28934,25372,33651,13691
PRIM,0,521,39509,18689,21994,1219
HUNT_AND_KILL,0,521,31707,21987,26653,1127
RECURSIVE_DIVISION,0,521,309131,78177,5230,13195
DFS,0,521,28957,25395,33618,21779
PRIM,0,521,39452,18710,21920,1175
HUNT_AND_KILL,0,521,30381,21939,26683,1283
RECURSIVE_DIVISION,0,521,307793,77112,5538,5253
DFS,0,521,28761,25309,33548,25811
PRIM,0,521,39469,18783,22041,1271
HUNT_AND_KILL,0,521,32795,21870,26445,1151
RECURSIVE_DIVISION,0,521,299785,76159,5233,9415
DFS,0,521,28860,25417,33612,6571
PRIM,0,521,39327,18663,21901,1495
HUNT_AND_KILL,0,521,31418,21777,26347,1131
RECURSIVE_DIVISION,0,521,307955,76998,5623,9441
DFS,0,521,29012,25420,33616,13291
PRIM,0,521,39393,18746,22010,1143
HUNT_AND_KILL,0,521,31533,21933,26548,1123
RECURSIVE_DIVISION,0,521,308093,76331,5785,4491
DFS,0,521,29351,25355,33634,10435
PRIM,0,521,39314,18781,22036,1183
HUNT_AND_KILL,0,521,32041,21911,26645,1071
RECURSIVE_DIVISION,0,521,299756,77445,5309,12629
DFS,0,521,29049,25355,33590,23251
PRIM,0,521,39073,18665,21977,1155
HUNT_AND_KILL,0,521,31472,21920,26571,1075
RECURSIVE_DIVISION,0,521,300247,76969,5546,9875
DFS,0,521,28947,25418,33599,6891
PRIM,0,521,39677,18791,22078,1171
HUNT_AND_KILL,0,521,31608,21783,26451,1127
RECURSIVE_DIVISION,0,521,303847,76499,5666,6995
DFS,0,521,28855,25328,33605,13435
PRIM,0,521,39325,18660,21852,1191
HUNT_AND_KILL,0,521,32209,21817,26597,1079
RECURSIVE_DIVISION,0,521,307653,77807,5651,3791
DFS,0,521,31693,25437,33730,29159
PRIM,0,521,38930,18683,21867,1175
HUNT_AND_KILL,0,521,32326,21771,26369,1099
RECURSIVE_DIVISION,0,521,305521,75748,5792,4319
DFS,0,521,29083,25369,33602,15707
PRIM,0,521,39330,18685,21917,1207
HUNT_AND_KILL,0,521,31704,21870,26594,1143
RECURSIVE_DIVISION,0,521,303959,77909,5682,3881
DFS,0,521,28727,25450,33619,8827
PRIM,0,521,39393,18750,21918,1187
HUNT_AND_KILL,0,521,33669,21867,26478,1091
RECURSIVE_DIVISION,0,521,305491,76455,5406,14323
DFS,0,521,28954,25382,33624,18363
PRIM,0,521,39062,18696,21934,1267
HUNT_AND_KILL,0,521,31070,21890,26540,1099
RECURSIVE_DIVISION,0,521,308665,78147,5862,7247
DFS,0,521,28853,25389,33709,15563
PRIM,0,521,39506,18648,21853,1179
HUNT_AND_KILL,0,521,33147,21826,26512,1135
RECURSIVE_DIVISION,0,521,299169,77179,5403,7353
DFS,0,521,28990,25421,33601,21103
PRIM,0,521,39149,18705,21863,1227
HUNT_AND_KILL,0,521,32068,21903,26445,1115
RECURSIVE_DIVISION,0,521,306574,75278,5272,9619
DFS,0,521,28653,25341,33641,21759
PRIM,0,521,39260,18816,21935,1279
HUNT_AND_KILL,0,521,32540,21946,26665,1071
RECURSIVE_DIVISION,0,521,308119,77557,5819,6289
DFS,0,521,28951,25414,33503,23343
PRIM,0,521,39440,18752,21996,1195
HUNT_AND_KILL,0,521,32957,21890,26560,1151
RECURSIVE_DIVISION,0,521,303587,77313,5350,9051
DFS,0,521,29228,25434,33626,16535
PRIM,0,521,39198,18755,22007,1215
HUNT_AND_KILL,0,521,33725,21923,26533,1219
RECURSIVE_DIVISION,0,521,309806,77884,5544,8449
DFS,0,521,30224,25370,33652,12663
PRIM,0,521,39776,18665,21904,1183
HUNT_AND_KILL,0,521,33023,21905,26567,1139
RECURSIVE_DIVISION,0,521,322296,77778,5703,6455
DFS,0,521,28869,25349,33607,11731
PRIM,0,521,39762,18714,22002,1171
HUNT_AND_KILL,0,521,33237,21908,26530,1123
RECURSIVE_DIVISION,0,521,301729,78712,5504,7783
DFS,0,521,28875,25396,33678,5267
PRIM,0,521,40368,18712,22025,1203
HUNT_AND_KILL,0,521,34404,22040,26628,1183
RECURSIVE_DIVISION,0,521,308505,78029,5616,7433
DFS,0,521,28741,25430,33665,20363
PRIM,0,521,39322,18772,21930,1171
HUNT_AND_KILL,0,521,32192,21848,26448,1075
RECURSIVE_DIVISION,0,521,309084,77153,5607,7433
DFS,0,521,28962,25402,33651,16511
PRIM,0,521,39554,18578,21747,1175
HUNT_AND_KILL,0,521,30884,21938,26574,1151
RECURSIVE_DIVISION,0,521,311782,77836,5758,3863
DFS,0,521,29088,25347,33585,8659
PRIM,0,521,39126,18649,21928,1399
HUNT_AND_KILL,0,521,33466,21827,26488,1071
RECURSIVE_DIVISION,0,521,312466,77200,5872,5705
DFS,0,521,29196,25387,33669,21591
PRIM,0,521,39265,18669,21950,1147
HUNT_AND_KILL,0,521,31900,21953,26603,1087
RECURSIVE_DIVISION,0,521,304679,78314,5173,4199
DFS,0,521,28709,25376,33635,20071
PRIM,0,521,39686,18650,21922,1255
HUNT_AND_KILL,0,521,32250,21926,26534,1067
RECURSIVE_DIVISION,0,521,307570,77021,5542,5711
DFS,0,521,28995,25339,33590,12971
PRIM,0,521,39321,18603,21870,1251
HUNT_AND_KILL,0,521,31333,21932,26635,1091
RECURSIVE_DIVISION,0,521,307750,75873,5753,6643
DFS,0,521,29181,25424,33668,20639
PRIM,0,521,39135,18724,21945,1203
HUNT_AND_KILL,0,521,32135,21896,26473,1111
RECURSIVE_DIVISION,0,521,296122,77202,5464,8401
DFS,0,521,28800,25358,33655,18407
PRIM,0,521,39462,18761,21898,1403
HUNT_AND_KILL,0,521,31537,21818,26543,1151
RECURSIVE_DIVISION,0,521,312875,76344,5651,4157
DFS,0,521,28653,25368,33681,9943
PRIM,0,521,39359,18745,21926,1247
HUNT_AND_KILL,0,521,30851,21795,26436,1207
RECURSIVE_DIVISION,0,521,310395,77754,5679,6963
DFS,0,521,29015,25435,33764,22215
PRIM,0,521,39372,18558,21722,1375
HUNT_AND_KILL,0,521,30999,21910,26646,1275
RECURSIVE_DIVISION,0,521,297529,74663,5600,9319
DFS,0,521,29034,25378,33654,16199
PRIM,0,521,39323,18656,21856,1219
HUNT_AND_KILL,0,521,32045,21799,26507,1099
RECURSIVE_DIVISION,0,521,302080,76409,5602,9369
DFS,0,521,28802,25285,33656,23419
PRIM,0,521,39102,18627,21934,1119
HUNT_AND_KILL,0,521,31176,21917,26543,1179
RECURSIVE_DIVISION,0,521,304096,77100,5524,10627
DFS,0,541,31172,27380,36268,9515
PRIM,0,541,43101,20233,23730,1231
HUNT_AND_KILL,0,541,33698,23668,28635,1123
RECURSIVE_DIVISION,0,541,336449,82422,6000,10311
DFS,0,541,31362,27401,36342,24951
PRIM,0,541,42825,20179,23636,1155
HUNT_AND_KILL,0,541,36237,23570,28550,1339
RECURSIVE_DIVISION,0,541,332084,84606,5879,10633
DFS,0,541,31609,27345,36237,14243
PRIM,0,541,42585,20057,23545,1207
HUNT_AND_KILL,0,541,34641,23527,28570,1147
RECURSIVE_DIVISION,0,541,329756,84063,6110,8135
DFS,0,541,31513,27411,36324,18875
PRIM,0,541,42977,20202,23663,1175
HUNT_AND_KILL,0,541,37067,23644,28662,1295
RECURSIVE_DIVISION,0,541,336268,84393,6296,8645
DFS,0,541,31266,27407,36263,21499
PRIM,0,541,42576,20307,23739,1151
HUNT_AND_KILL,0,541,34758,23664,28607,1099
RECURSIVE_DIVISION,0,541,334273,82342,5660,11137
DFS,0,541,31182,27472,36334,24615
PRIM,0,541,42982,20097,23572,1183
HUNT_AND_KILL,0,541,36311,23507,28489,1335
RECURSIVE_DIVISION,0,541,334091,84987,6175,10103
DFS,0,541,31571,27382,36255,24043
PRIM,0,541,42520,20047,23625,1227
HUNT_AND_KILL,0,541,34757,23663,28695,1103
RECURSIVE_DIVISION,0,541,344447,81906,5951,6941
DFS,0,541,31381,27366,36321,22331
PRIM,0,541,42609,20157,23600,1375
HUNT_AND_KILL,0,541,32166,23643,28593,1271
RECURSIVE_DIVISION,0,541,332492,84246,5979,9919
DFS,0,541,31488,27352,36215,20711
PRIM,0,541,42814,20187,23672,1207
HUNT_AND_KILL,0,541,33267,23649,28652,1187
RECURSIVE_DIVISION,0,541,331837,83849,6126,5633
DFS,0,541,33722,27407,36268,28331
PRIM,0,541,42810,20073,23542,1263
HUNT_AND_KILL,0,541,33652,23607,28540,1227
RECURSIVE_DIVISION,0,541,335373,84433,5851,11399
DFS,0,541,31439,27393,36350,6431
PRIM,0,541,42469,20160,23668,1259
HUNT_AND_KILL,0,541,33432,23510,28579,1223
RECURSIVE_DIVISION,0,541,326316,82744,6348,9069
DFS,0,541,31210,27438,36285,10111
PRIM,0,541,42667,20126,23568,1311
HUNT_AND_KILL,0,541,34875,23674,28663,1107
RECURSIVE_DIVISION,0,541,334483,85166,6067,8079
DFS,0,541,31529,27296,36246,20115
PRIM,0,541,42377,20192,23696,1351
HUNT_AND_KILL,0,541,33798,23515,28393,1179
RECURSIVE_DIVISION,0,541,332572,84562,5826,11855
DFS,0,541,31192,27368,36337,14723
PRIM,0,541,42716,20201,23714,1211
HUNT_AND_KILL,0,541,34529,23604,28694,1147
RECURSIVE_DIVISION,0,541,331489,83455,5992,7721
DFS,0,541,31663,27467,36236,21199
PRIM,0,541,42847,20249,23623,1199
HUNT_AND_KILL,0,541,32298,23595,28643,1427
RECURSIVE_DIVISION,0,541,333652,83577,5745,9331
DFS,0,541,31291,27369,36297,24391
PRIM,0,541,42736,20179,23677,1215
HUNT_AND_KILL,0,541,36163,23730,28646,1199
RECURSIVE_DIVISION,0,541,332994,83818,6269,6351
DFS,0,541,31166,27339,36228,14435
PRIM,0,541,42112,20212,23701,1263
HUNT_AND_KILL,0,541,36620,23608,28561,1231
RECURSIVE_DIVISION,0,541,327930,82872,5635,6129
DFS,0,541,31521,27379,36233,17071
PRIM,0,541,42560,20083,23738,1215
HUNT_AND_KILL,0,541,35078,23650,28570,1175
RECURSIVE_DIVISION,0,541,327471,82596,6136,6491
DFS,0,541,31225,27379,36256,7403
PRIM,0,541,42273,20136,23607,1227
